"estuary","slopes","ci.up","ci.low","pvals","s.pvals","STATE","DLAT","DLONG","CONDITION","CLASSIFICATION","SUBCLASS","BARRIER_BACKBARRIER","CENTRAL_BASIN","FLUVIAL_BAYHEAD_DELTA","FLOOD_EBB_DELTA","INTERTIDAL_FLATS","MANGROVE","SALTMARSH_SALTFLAT","TIDAL_SANDBANKS","ROCKY_REEF","CORAL","CHANNEL","BEDROCK","FLOODPLAIN","BEDROCK_PERIMETER","PERIMETER","CATCHMENTAREA","WATERAREA","MAXLENGTH","MAXWIDTH","ENTLENGTH","ENTRANCEWIDTH","MEANWAVEHEIGHT","MEANWAVEPERIOD","MAXWAVEHEIGHT","MAXWAVEPERIOD","TIDALRANGE","TIDALTYPE"
"Deep Creek",4.649924747933e-06,1.03774030328354e-05,-1.07755353696937e-06,0.105355278004977,0.00453260057041667,"NSW",-30.6,153.012,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.65991,0.34187,1.85756,0.14436,0.03992,0.00307,0.79622,0.06717,0.01447,NA,0.61014,NA,NA,7.73307,18.39,136,0.78,6.78,0.39,3.73,0.095,0.482,7.18,2.1,13.1,1.2,"Diurnal"
"Dempster Creek",1.8723301439659e-06,1.27142757307405e-05,-8.9696154428087e-06,0.730002336154046,0.516341553994885,"QLD",-20.671,148.721,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.39,119,3.39,5.98,2.02,NA,1.9,0.137,4.889,1.1,8.6,3.4,"Semi Diurnal"
"Dempster Inlet",1.532651251246e-06,1.8037006780333e-05,-1.4971704277841e-05,0.852809565083571,1.59122593087442e-16,"WA",-34.079,119.669,"modified","wave dominated","WAVE-DOMINATED ESTUARY",2.06916,1.47528,0.51785,0.2731,0.20582,NA,NA,NA,NA,NA,0.17347,NA,NA,NA,11.83,NA,2.56,5.2,0.83,0.98,0.12,NA,NA,NA,NA,NA,""
"Derwent River",3.42523643816353e-05,4.97734246142242e-05,1.87313041490463e-05,1.52301175947721e-05,3.12107028214608e-16,"TAS",-42.944,147.383,"extensively modified","tide dominated","OTHER",NA,NA,3.59388,NA,0.44082,NA,NA,NA,NA,NA,74.79817,NA,NA,76.44504,130.26,9718,70.53,46.72,5.77,NA,4.42,0.45,4.466,1.4,9.9,1.3,"Diurnal"
"Detention River",-1.67227994263569e-05,1.08737076464853e-05,-4.4319306499199e-05,0.227774148328745,0.237843977638688,"TAS",-40.871,145.449,"modified","river dominated","WAVE-DOMINATED DELTA",0.12931,NA,0.03802,0.21034,0.17343,NA,0.0438,0.10859,NA,NA,0.2677,NA,NA,4.41292,3.58,238,0.074,1.6,NA,NA,0.13,1.031,5.144,5.5,10.4,2.5,"Semi Diurnal"
"Dicksons Inlet",3.57386500888132e-06,1.12018610346269e-05,-4.05413101686427e-06,0.349636048344676,5.38657744734064e-05,"QLD",-16.483,145.459,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,0.2096,2.01521,1.98545,NA,0.23599,NA,0.54223,NA,NA,0.73338,14.12,17,0.52,4.58,NA,NA,0.13,0.821,5.67,2.1,13.2,2,"Diurnal"
"Donnelly Inlet",4.27247489677437e-05,7.16275233229858e-05,1.38219746125016e-05,0.00348573169426987,1.33944056713837e-10,"WA",-34.488,115.677,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.69449,0.43972,1.03199,0.10218,0.53515,NA,NA,0.00941,NA,NA,0.24727,NA,NA,NA,16.41,NA,0.7,6.5,NA,NA,0.1,NA,NA,NA,NA,NA,""
"Doubtful Bay East",5.16465310014752e-06,1.3640699005753e-05,-3.31139280545799e-06,0.223534726157174,1.20439955181434e-21,"WA",-16.118,124.584,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.97,163,10.64,11.33,NA,NA,1.82,0.21,3.179,1.9,8.5,9.1,"Semi Diurnal"
"Doubtful Bay South",5.53386354603292e-06,1.28494147483246e-05,-1.78168765625875e-06,0.130833968386599,2.80139282284697e-21,"WA",-16.157,124.521,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.01,635,11.59,14.54,NA,NA,2.89,0.21,3.179,1.9,8.5,9.5,"Semi Diurnal"
"Doughboy River",7.79201247187371e-06,2.4589789050784e-05,-9.00576410703659e-06,0.355220545210472,0.00188467167208651,"QLD",-11.457,142.085,"near pristine","wave dominated","STRANDPLAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.51,515,3.27,8.02,NA,NA,0.5,0.444,3.38,3.4,9.2,2.8,"Diurnal"
"Drysdale River",-1.27559812110477e-06,3.60660703238869e-06,-6.15780327459823e-06,0.601523925474606,1.50446578274254e-17,"WA",-13.947,126.8,"modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,0.36391,5.46149,27.30168,6.95178,21.07454,NA,NA,24.98439,NA,NA,2.48897,130.82,15106,41.73,25.77,NA,NA,4.64,0.049,3.538,1.2,8.6,2.8,"Diurnal"
"Ducie River",2.37231137211695e-05,3.05839085999493e-05,1.68623188423897e-05,3.66039907712762e-11,3.94202158138569e-15,"QLD",-12.046,142.026,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,3454,19.68,32.42,NA,NA,1.21,0.286,3.345,3,10.5,2.3,"Diurnal"
"Duck Bay",-4.98116918174136e-06,1.74682456438578e-05,-2.74305840073405e-05,0.658044575855889,0.0576161434507166,"TAS",-40.794,145.107,"modified","wave dominated","WAVE-DOMINATED ESTUARY",12.04812,NA,NA,18.645,2.26123,NA,2.84105,NA,NA,NA,2.04538,NA,NA,NA,36.05,NA,NA,8.24,3.4,NA,0.38,NA,NA,NA,NA,NA,""
"Duck Creek",5.3427793070781e-06,1.01755753025021e-05,5.09983311654099e-07,0.027316114772173,1.08311006990461e-42,"QLD",-16.802,141.089,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1,858,4.66,23.67,NA,NA,0.96,0.31,3.437,2.4,9.2,3.3,"Diurnal"
"Dudwell Creek",3.72507707179723e-06,1.2933940412025e-05,-5.48378626843051e-06,0.419249926314416,0.0022080693401821,"NT",-11.369,130.248,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.12,193,5.61,14.8,NA,NA,0.8,0.28,6.04,2.6,13.8,3.4,"Semi Diurnal"
"Durras Lake",1.9831575826728e-06,7.49607207894021e-06,-3.52975691359462e-06,0.47209055603488,0.00235973862199085,"NSW",-35.639,150.305,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",0.18495,2.29098,0.38839,0.24,0.78469,NA,0.36093,NA,0.04992,NA,0.36584,NA,NA,0.00224,28.99,81,3.94,7,1.62,3.19,0.15,1.344,6.735,7.6,12.1,1.2,"Semi Diurnal"
"East Inlet",-1.70329341185096e-05,9.57393118635109e-08,-3.41616075488827e-05,0.0480760996022516,6.36637543249712e-05,"TAS",-40.789,145.277,"largely unmodified","wave dominated","OTHER",2.87547,NA,NA,5.1361,1.16985,NA,0.69533,NA,NA,NA,0.59766,NA,NA,NA,13.48,36,1.48,3.84,NA,NA,0.29,0.854,4.995,4.8,10.5,2.6,"Semi Diurnal"
"Eight Mile Creek",1.18634976778354e-05,2.05096788067227e-05,3.21731654894814e-06,0.00639921776394262,0.000645474999892764,"QLD",-16.783,138.537,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,1334,0.03,0.6,NA,NA,0.036,0.396,3.525,2,9.7,3.4,"Diurnal"
"Elizabeth River",7.33231319377643e-06,1.46303589059328e-05,3.4267481620045e-08,0.044965690076804,4.63642235041152e-41,"QLD",-16.502,139.556,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.22,62,1.19,8.61,NA,NA,0.11,0.159,3.97,3.1,10.1,3.6,"Diurnal"
"Embley River",1.16712810748223e-05,1.65932614443545e-05,6.74930070529009e-06,2.68888614497756e-06,0.0417470162141358,"QLD",-12.664,141.817,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,42.67526,83.36796,32.68656,1.39903,1.41472,NA,62.11783,NA,0.75949,9.17335,245.01,2076,106.73,38.38,4.01,NA,3.19,0.05,4.448,1.6,11.9,2.1,"Diurnal"
"Endeavour River",4.21190200968209e-07,8.15314884981389e-06,-7.31076844787747e-06,0.913308746034173,2.07839786804922e-11,"QLD",-15.459,145.245,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.23719,NA,NA,1.63471,0.21549,9.66639,2.13507,1.47884,NA,NA,3.24251,NA,NA,NA,58.03,918,5.13,19.1,NA,NA,0.85,0.797,6.056,2.1,14,2,"Semi Diurnal"
"Eprapah Creek",3.47943452164087e-06,1.4297548276282e-05,-7.33867923300025e-06,0.520682941607752,0.000141308392111807,"QLD",-27.562,153.294,"modified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,1.18466,1.44791,1.2923,1.34135,NA,NA,NA,0.21249,NA,NA,NA,3.62,31,0.08,1.61,0.14,NA,0.042,0.475,7.175,1.6,11.7,1.6,"Semi Diurnal"
"Escape River",7.63009216290329e-06,1.73045703355659e-05,-2.04438600975934e-06,0.117388446407591,0.0143283054992756,"QLD",-10.958,142.711,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.25,236,38.1,16.33,NA,NA,2.68,0.908,5.214,2.3,10.4,2.7,"Diurnal"
"Esperance River",4.23120942677464e-05,6.0757331321645e-05,2.38668572138478e-05,7.77406742048574e-06,0.000230737898017649,"TAS",-43.341,147.06,"largely unmodified","tide dominated","OTHER",NA,NA,0.31789,NA,0.22042,NA,0.07328,0.42022,NA,NA,16.84136,NA,NA,0.34807,28,339,14.6,8.99,3.7,NA,2.09,0.634,6.066,3,12.6,1.2,"Diurnal"
"Eurimbula Creek",1.75972093810133e-06,9.56442564951479e-06,-6.04498377331212e-06,0.652183379300086,3.89368870609247e-22,"QLD",-24.17,151.843,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.52,83,0.53,4.34,NA,NA,0.23,0.742,6.075,2.7,9.5,2.5,"Semi Diurnal"
"Evans River",3.43205446254074e-06,1.33128097066164e-05,-6.44870078153494e-06,0.487696179288443,1.20424005407747e-10,"NSW",-29.113,153.438,"modified","river dominated","WAVE-DOMINATED DELTA",0.11774,NA,NA,0.08046,0.2594,0.08904,NA,0.39579,NA,NA,1.41462,NA,NA,0.07146,24.73,122,0.77,10.28,0.27,NA,0.061,1.449,7.11,6.4,13.8,1.2,"Semi Diurnal"
"Fairy Creek",7.7866889811132e-06,2.02271820124729e-05,-4.65380405024647e-06,0.212598432981945,0.0110509176228047,"NSW",-34.409,150.901,"modified","wave dominated","STRANDPLAIN",0.14875,NA,NA,0.00781,0.04201,0.11175,NA,NA,0.03661,NA,0.05922,NA,NA,NA,1.71,NA,0.026,0.86,0.061,NA,0.028,NA,NA,NA,NA,NA,""
"Fat Fellows Creek",-8.19206839647319e-06,-3.23411360741198e-06,-1.31500231855344e-05,0.00103284165536418,1.99580810326309e-26,"NT",-15.868,136.992,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,156,8.81,16.35,NA,NA,1.29,0.012,4.057,1,8.4,2.3,"Diurnal"
"Feather Creek",1.62518950609878e-05,3.63570385015258e-05,-3.85324837955021e-06,0.109378453877073,0.118353841569867,"QLD",-21.958,149.482,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,0.6906,0.22081,1.02524,0.67703,NA,0.00569,NA,0.14145,NA,NA,0.26617,4.33,49,0.082,2.04,NA,NA,0.096,0.257,5.035,1,9.2,6.2,"Semi Diurnal"
"Finnis River",1.18818352712277e-05,1.95170072287612e-05,4.24666331369425e-06,0.00207104066808687,8.98039384897804e-12,"NT",-12.89,130.335,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,0.79239,6.79471,7.32719,NA,0.0176,NA,2.48452,NA,1.10183,3.96432,34.68,2823,2.47,16.48,NA,NA,0.59,0.142,4.379,1.9,10.9,5.2,"Semi Diurnal"
"Fitzgerald Inlet",1.68152221409058e-05,2.84798408292662e-05,5.1506034525454e-06,0.00414572566374077,7.52071328964842e-21,"WA",-34.106,119.634,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",1.93652,4.62466,3.28074,0.53353,0.32861,NA,0.10026,NA,NA,NA,0.60782,NA,NA,NA,29.26,NA,8.36,10.36,1.98,1.87,0.15,NA,NA,NA,NA,NA,""
"Flinders River/Bynoe River",1.17004690664989e-05,1.78678055492357e-05,5.53313258376215e-06,0.000158782605726911,0.00912973582971419,"QLD",-17.513,140.732,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.4,109460,70.98,74.19,NA,NA,1.57,0.074,3.114,0.7,8.7,3.3,"Diurnal"
"Fortescue River",2.19313008196224e-05,3.32439084501736e-05,1.06186931890712e-05,0.000119071448054479,0.00064608352654069,"WA",-20.997,116.103,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,8.27375,1.19094,13.7771,0.05152,NA,NA,4.05968,NA,NA,7.49194,36.15,50006,2.053,8.44,NA,NA,0.75,0.042,4.314,0.5,8.2,3.4,"Semi Diurnal"
"Forth River",-5.54996427503417e-06,1.13728519098345e-05,-2.24727804599029e-05,0.512703939544917,0.000122790781721663,"TAS",-41.157,146.25,"modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,1.43808,NA,0.14663,NA,NA,NA,0.1431,NA,0.94111,NA,NA,NA,13.61,1134,0.61,3.7,0.55,0.75,0.18,0.953,4.967,5,10,2.4,"Semi Diurnal"
"Frederick Henry Bay",4.05069553536458e-05,5.81625416634956e-05,2.2851369043796e-05,6.90000289085161e-06,9.58713548125032e-07,"TAS",-42.993,147.587,"no assessment","tide dominated","OTHER",18.92663,44.59722,2.51434,27.67619,4.24589,NA,1.31941,NA,0.1446,NA,406.20063,NA,NA,5.64207,175.63,1896,371.08,18.35,25.95,NA,5.97,1.059,6.504,4.9,12.4,1.2,"Diurnal"
"Freney Lagoon",2.59597481478547e-05,5.49533287974426e-05,-3.03383250173314e-06,0.0749834532954124,0.000132596583427038,"TAS",-43.491,146.229,"near pristine","wave dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,NA,1.85,0.8,0.48,0.021,NA,NA,NA,NA,NA,""
"Gascoyne River",2.88945202322747e-05,3.915587868492e-05,1.86331617796293e-05,2.92476242487297e-08,1.64178969491958e-06,"WA",-24.867,113.614,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,0.33771,2.85613,11.38826,5.43582,22.92387,NA,NA,25.79944,NA,NA,6.95724,16.88,78548,4.04,7.48,NA,NA,0.75,0.646,6.028,2.1,13.3,0.9,"Diurnal"
"Gellibrand River",3.06147308268579e-05,0.000133228901069798,-7.19994394160826e-05,0.553489939248711,0.027367192646175,"VIC",-38.707,143.157,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.011,0.07912,NA,0.03474,0.03161,NA,2.05052,NA,NA,NA,0.18932,NA,NA,NA,6.87,NA,0.24,3.14,0.29,0.32,0.081,NA,NA,NA,NA,NA,""
"Gentle Annie Creek",-1.408745692624e-05,-5.73172235477807e-06,-2.2443191497702e-05,0.000832049922727466,1.01277600459072e-09,"QLD",-18.564,146.344,"modified","river dominated","WAVE-DOMINATED DELTA",0.19128,NA,NA,NA,0.02975,17.25467,NA,0.33223,NA,NA,1.38985,NA,NA,NA,17.8,30,1.72,4.07,NA,NA,0.78,1.125,6.038,4,12.5,2.2,"Semi Diurnal"
"George River",2.58903669745687e-05,3.78729732516841e-05,1.39077606974532e-05,1.92822431215245e-05,0.00192282222654787,"WA",-20.736,117.381,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,3.62552,2.73764,37.93188,0.14097,NA,NA,4.07671,NA,NA,4.90234,18.39,61,2.49,5.75,NA,NA,1.33,0.269,3.673,1.2,7.5,4.5,"Semi Diurnal"
"George Water",2.00760332990047e-06,9.6389642487735e-06,-5.62375758897256e-06,0.599004154862425,1.53825462635513e-21,"WA",-15.956,124.589,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.61,2824,197.6,62.52,7.55,6.71,2.1,0.179,3.57,1.5,10,8.6,"Semi Diurnal"
"Georges Bay",2.95238388405737e-05,4.37573920226574e-05,1.52902856584899e-05,4.1924322575378e-05,0.719700932693475,"TAS",-41.276,148.331,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.3634,12.42845,3.32943,3.28132,1.79034,NA,0.67922,NA,0.92718,NA,0.37371,NA,0.78074,1.00088,36.49,606,16.6,10.87,4.1,3.82,0.24,1.401,6.344,4,9.8,1.4,"Semi Diurnal"
"Gilbert River",9.69468765323201e-06,1.45090520551071e-05,4.88032325135688e-06,6.38281671583964e-05,0.000542249671988481,"QLD",-16.552,141.271,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.85,42148,9.84,39.25,NA,NA,1.02,0.212,3.156,1.5,9.4,3.3,"Diurnal"
"Gin Arm Creek",2.66917063121397e-06,8.99768219559195e-06,-3.659340933164e-06,0.399174541685015,3.17666273840849e-40,"QLD",-17.465,139.544,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.87,2340,11.65,34.59,NA,NA,0.54,0.024,2.735,0.6,5.9,3.5,"Diurnal"
"Gippsland Lakes",1.05912347891321e-05,1.94396873996213e-05,1.74278217864286e-06,0.0168891681423432,0.227900175821555,"VIC",-37.889,147.971,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676.73,20449,485.56,98.35,8.92,15.04,0.36,0.522,5.789,2.2,12.2,0.9,"Semi Diurnal"
"Giralia Bay",1.39652698447136e-05,2.06577716143603e-05,7.27276807506692e-06,3.48803517870491e-05,7.80225941939467e-50,"WA",-22.437,114.346,"largely unmodified","tide dominated","OTHER",NA,NA,NA,NA,17.37811,16.09773,27.23488,0.19024,NA,NA,31.47847,NA,NA,0.10079,NA,1214,NA,NA,NA,NA,6.72,0.205,2.985,1,7.1,1.6,"Semi Diurnal"
"Glenelg River",-1.63683592410918e-06,1.71524001737332e-05,-2.04260720219515e-05,0.861921660699936,0.0124153371302218,"VIC",-38.061,140.984,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.05892,0.40564,NA,0.15887,0.74842,NA,0.66133,NA,0.05139,NA,0.66276,NA,NA,NA,37.58,11841,2.73,16.67,0.89,2.17,0.27,2.014,8.934,7,14.9,0.9,"Diurnal"
"Glyde River",-7.51685841682837e-06,2.50451816720486e-06,-1.75382350008616e-05,0.134446051937932,2.87927606634496e-11,"NT",-12.261,135.058,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.35,10234,5.25,34.61,NA,NA,0.43,0.152,2.976,0.9,10.3,3.4,"Semi Diurnal"
"Goodenough Bay",2.33902326656122e-05,3.72523050493099e-05,9.52816028191462e-06,0.00080553292386931,0.240963274528768,"WA",-16.779,123.115,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.63,161,3.75,6.74,NA,NA,1.95,0.041,3.372,1.3,6.9,7.4,"Semi Diurnal"
"Goomadeer River",-5.16259680821653e-06,6.01783202048084e-07,-1.09269768184811e-05,0.0742631924319893,9.43504832513374e-42,"NT",-11.843,133.823,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.05,2156,2.49,8.61,NA,NA,1.47,0.67,4.131,2.5,9.7,2.7,"Semi Diurnal"
"Gordon Inlet",-3.44397296898728e-06,5.91428208232576e-06,-1.28022280203003e-05,0.462206275293237,6.06895651959096e-13,"WA",-34.29,119.504,"modified","wave dominated","WAVE-DOMINATED ESTUARY",2.43258,2.68768,NA,0.20931,0.41485,NA,0.68368,NA,NA,NA,0.46265,NA,NA,NA,27.17,NA,2.91,11.66,1.54,0.78,0.3,NA,NA,NA,NA,NA,""
"Grants Lagoon",3.25305954366171e-05,4.97137101939717e-05,1.53474806792625e-05,0.000186604667364442,0.0135141422565389,"TAS",-41.25,148.299,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.12717,0.34753,0.01415,0.07202,0.09688,NA,NA,NA,NA,NA,0.02303,NA,NA,0.14332,5.14,NA,NA,1.24,0.77,0.18,0.038,NA,NA,NA,NA,NA,""
"Great Musselroe River",1.39249555693664e-05,2.70997988541666e-05,7.50112284566281e-07,0.0355614460132672,0.0141015903729337,"TAS",-40.829,148.173,"modified","wave dominated","WAVE-DOMINATED ESTUARY",1.37951,1.37827,0.05241,1.08488,0.36908,NA,NA,NA,0.10107,NA,0.98108,NA,NA,NA,31.4,376,3.01,12.54,1.49,NA,0.15,1.085,6.08,3,9.6,1.3,"Diurnal"
"Great Sandy Strait",2.35086480288885e-06,9.93064558071561e-06,-5.22891597493791e-06,0.535255222853399,2.81903306987889e-09,"QLD",-25.436,152.971,"largely unmodified","tide dominated","OTHER",NA,NA,NA,23.14576,93.28328,76.11776,47.02192,95.95097,NA,NA,151.25123,NA,10.79042,NA,405.09,11636,286.1,50.63,8.69,NA,5.27,0.284,4.243,0.9,12.1,2.7,"Semi Diurnal"
"Great Swanport",2.14509633308125e-05,3.42848850618924e-05,8.61704159973249e-06,0.000918582487477154,2.26504602429412e-21,"TAS",-42.1,148.235,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,3.74561,0.66466,0.84827,0.06265,NA,1.41803,NA,0.00966,NA,0.34321,NA,NA,0.31293,NA,1070,NA,NA,NA,NA,0.23,0.71,5.33,3.2,10.8,1.4,"Diurnal"
"Greenough River",3.84744222323406e-05,4.85862165438972e-05,2.83626279207839e-05,3.12137771532243e-13,3.38528403089568e-35,"WA",-28.865,114.636,"extensively modified","wave dominated","STRANDPLAIN",0.0606,NA,NA,NA,0.55433,1.03657,NA,NA,0.22305,NA,0.65791,NA,NA,NA,11.33,NA,0.81,5.43,NA,NA,0.14,NA,NA,NA,NA,NA,""
"Gregory River",7.15218048080391e-06,1.63061891947919e-05,-2.00182823318408e-06,0.118998940976301,7.07772268580443e-05,"QLD",-20.159,148.427,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.77,185,3.58,18.38,NA,NA,1.27,0.378,4.166,1.7,9.6,2.5,"Semi Diurnal"
"Gum Creek",1.59054758133526e-06,6.66566982170824e-06,-3.48457465903771e-06,0.530975720423075,4.83430687030219e-19,"QLD",-16.618,138.084,"near pristine","wave dominated","STRANDPLAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28,357,0.12,2.38,NA,NA,0.13,0.187,3.597,1.5,9.7,2.9,"Diurnal"
"Half Moon Creek",4.78916765793999e-05,7.17546595707098e-05,2.40286935880899e-05,0.000112977413380623,8.39269015891895e-05,"QLD",-16.801,145.715,"no assessment","tide dominated","TIDAL FLAT/CREEK",0.03725,NA,NA,0.08669,NA,1.33122,0.77235,NA,NA,NA,0.11671,NA,NA,1.19687,3.52,25,0.081,1.64,NA,NA,0.062,0.98,6.084,2.8,13.7,2,"Diurnal"
"Hamersley Inlet",2.91981647996168e-05,4.23977124549029e-05,1.59986171443307e-05,1.17270081270528e-05,6.25242642290657e-26,"WA",-33.969,119.908,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.46053,1.22707,0.42303,0.22507,0.55475,NA,NA,NA,0.01521,NA,0.27872,NA,NA,0.01376,18.27,NA,1.99,7.52,1.08,0.89,0.13,NA,NA,NA,NA,NA,""
"Hanover Bay",6.28975860666579e-06,1.31889089500355e-05,-6.09391736703905e-07,0.0688377567082208,1.33818577495738e-39,"WA",-15.304,124.775,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,47,7.02,6.92,NA,NA,0.97,0.101,4.585,4,9,7.6,"Semi Diurnal"
"Harding River",2.40496226422701e-05,3.24540953440977e-05,1.56451499404424e-05,1.50582725830149e-08,0.010309921365352,"WA",-20.675,117.196,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,0.35095,2.94736,3.99643,0.78207,NA,NA,1.73267,NA,NA,2.31025,24.27,1797,2.52,5.2,NA,NA,0.61,0.469,4.021,2.2,7.4,4.6,"Semi Diurnal"
"Hardy Inlet",8.25296604061989e-06,2.25787016521002e-05,-6.07276957086045e-06,0.250170291162425,7.25083214410392e-09,"WA",-34.324,115.176,"modified","wave dominated","WAVE-DOMINATED ESTUARY",1.47713,6.22106,6.76775,0.92045,0.09842,NA,4.54447,0.02068,0.12048,NA,2.3707,NA,NA,0.03006,89.51,21223,12.53,30.65,NA,NA,0.53,1.562,8.532,9.8,14.4,0.6,"Diurnal"
"Harmer Creek",4.41776642032606e-05,0.000102817120099503,-1.44617916929815e-05,0.137128110872434,0.0133278363273317,"QLD",-11.913,142.956,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58,778,0.26,4.31,NA,NA,0.22,0.301,4.821,1.7,11.6,2.3,"Diurnal"
"Hart River",-6.48122464226293e-06,1.85619230642393e-05,-3.15243723487652e-05,0.606374903363152,4.02482888205389e-06,"NT",-14.094,135.889,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,155,0.1,1.68,NA,NA,0.24,0.234,3.449,1.6,6.8,2,"Diurnal"
"Hastings River",1.15387764478178e-05,1.77334408715057e-05,5.34411202412984e-06,0.000218402818489631,0.72163772576426,"NSW",-31.426,152.916,"extensively modified","river dominated","WAVE-DOMINATED DELTA",1.4146,0.63877,NA,1.48595,1.29289,3.01044,0.96855,0.48301,NA,NA,16.24077,NA,9.92893,0.80451,193.51,3699,27.888,33.33,1.45,3.83,0.38,1.56,7.133,7.9,13.5,1.1,"Semi Diurnal"
