"estuary","slopes","ci.up","ci.low","pvals","s.pvals","STATE","DLAT","DLONG","CONDITION","CLASSIFICATION","SUBCLASS","BARRIER_BACKBARRIER","CENTRAL_BASIN","FLUVIAL_BAYHEAD_DELTA","FLOOD_EBB_DELTA","INTERTIDAL_FLATS","MANGROVE","SALTMARSH_SALTFLAT","TIDAL_SANDBANKS","ROCKY_REEF","CORAL","CHANNEL","BEDROCK","FLOODPLAIN","BEDROCK_PERIMETER","PERIMETER","CATCHMENTAREA","WATERAREA","MAXLENGTH","MAXWIDTH","ENTLENGTH","ENTRANCEWIDTH","MEANWAVEHEIGHT","MEANWAVEPERIOD","MAXWAVEHEIGHT","MAXWAVEPERIOD","TIDALRANGE","TIDALTYPE"
"Deep Creek",9.51014379630607e-07,4.80527944154792e-06,-2.9032506822867e-06,0.621984802718157,8.38211467732912e-08,"NSW",-30.6,153.012,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.65991,0.34187,1.85756,0.14436,0.03992,0.00307,0.79622,0.06717,0.01447,NA,0.61014,NA,NA,7.73307,18.39,136,0.78,6.78,0.39,3.73,0.095,0.482,7.18,2.1,13.1,1.2,"Diurnal"
"Dempster Creek",-2.08696577020303e-06,6.2616339279429e-06,-1.0435565468349e-05,0.617404919051909,1.50748385425515e-07,"QLD",-20.671,148.721,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.39,119,3.39,5.98,2.02,NA,1.9,0.137,4.889,1.1,8.6,3.4,"Semi Diurnal"
"Dempster Inlet",2.25451981238941e-06,9.26699730141667e-06,-4.75795767663785e-06,0.52082118572852,1.36408780780947e-05,"WA",-34.079,119.669,"modified","wave dominated","WAVE-DOMINATED ESTUARY",2.06916,1.47528,0.51785,0.2731,0.20582,NA,NA,NA,NA,NA,0.17347,NA,NA,NA,11.83,NA,2.56,5.2,0.83,0.98,0.12,NA,NA,NA,NA,NA,""
"Derwent River",-9.10125763301947e-06,4.19757457808655e-06,-2.24000898441255e-05,0.172355941069422,9.64696507534908e-09,"TAS",-42.944,147.383,"extensively modified","tide dominated","OTHER",NA,NA,3.59388,NA,0.44082,NA,NA,NA,NA,NA,74.79817,NA,NA,76.44504,130.26,9718,70.53,46.72,5.77,NA,4.42,0.45,4.466,1.4,9.9,1.3,"Diurnal"
"Detention River",-2.5704732457972e-05,-6.14252438547136e-06,-4.52669405304726e-05,0.00965033713638918,0.073871242866658,"TAS",-40.871,145.449,"modified","river dominated","WAVE-DOMINATED DELTA",0.12931,NA,0.03802,0.21034,0.17343,NA,0.0438,0.10859,NA,NA,0.2677,NA,NA,4.41292,3.58,238,0.074,1.6,NA,NA,0.13,1.031,5.144,5.5,10.4,2.5,"Semi Diurnal"
"Dicksons Inlet",-2.86077046187555e-06,3.25059069765286e-06,-8.97213162140396e-06,0.350062434594188,0.0255162600119856,"QLD",-16.483,145.459,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,0.2096,2.01521,1.98545,NA,0.23599,NA,0.54223,NA,NA,0.73338,14.12,17,0.52,4.58,NA,NA,0.13,0.821,5.67,2.1,13.2,2,"Diurnal"
"Donnelly Inlet",-3.97447384447881e-07,9.47095437947394e-06,-1.02658491483697e-05,0.935880802697232,2.41166754336957e-06,"WA",-34.488,115.677,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.69449,0.43972,1.03199,0.10218,0.53515,NA,NA,0.00941,NA,NA,0.24727,NA,NA,NA,16.41,NA,0.7,6.5,NA,NA,0.1,NA,NA,NA,NA,NA,""
"Doubtful Bay East",5.31983481945858e-06,1.14476366589928e-05,-8.07967020075601e-07,0.0831082314783339,2.73729889721262e-27,"WA",-16.118,124.584,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.97,163,10.64,11.33,NA,NA,1.82,0.21,3.179,1.9,8.5,9.1,"Semi Diurnal"
"Doubtful Bay South",7.19067446235575e-06,1.27469750142301e-05,1.63437391048138e-06,0.00988016221083118,2.56146652919356e-27,"WA",-16.157,124.521,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.01,635,11.59,14.54,NA,NA,2.89,0.21,3.179,1.9,8.5,9.5,"Semi Diurnal"
"Doughboy River",-1.20591883890821e-05,-3.827973914343e-07,-2.37355793867299e-05,0.0407685340334631,0.36467904598615,"QLD",-11.457,142.085,"near pristine","wave dominated","STRANDPLAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.51,515,3.27,8.02,NA,NA,0.5,0.444,3.38,3.4,9.2,2.8,"Diurnal"
"Drysdale River",-2.61129157516577e-06,1.29724267811057e-06,-6.51982582844212e-06,0.182102091233463,3.07243548049329e-40,"WA",-13.947,126.8,"modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,0.36391,5.46149,27.30168,6.95178,21.07454,NA,NA,24.98439,NA,NA,2.48897,130.82,15106,41.73,25.77,NA,NA,4.64,0.049,3.538,1.2,8.6,2.8,"Diurnal"
"Ducie River",4.24384286415954e-06,9.47520089528623e-06,-9.87515166967138e-07,0.105897754782149,0.437424208909683,"QLD",-12.046,142.026,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,3454,19.68,32.42,NA,NA,1.21,0.286,3.345,3,10.5,2.3,"Diurnal"
"Duck Bay",-1.33527130143008e-05,7.44556256673813e-06,-3.41509885953397e-05,0.201762447887848,0.00138876778137641,"TAS",-40.794,145.107,"modified","wave dominated","WAVE-DOMINATED ESTUARY",12.04812,NA,NA,18.645,2.26123,NA,2.84105,NA,NA,NA,2.04538,NA,NA,NA,36.05,NA,NA,8.24,3.4,NA,0.38,NA,NA,NA,NA,NA,""
"Duck Creek",4.71158264065666e-06,8.53700385196425e-06,8.86161429349061e-07,0.0139773083302901,3.1721277573488e-74,"QLD",-16.802,141.089,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1,858,4.66,23.67,NA,NA,0.96,0.31,3.437,2.4,9.2,3.3,"Diurnal"
"Dudwell Creek",1.93205216305063e-06,9.78408183302526e-06,-5.91997750692401e-06,0.623057139078483,1.5357709727041e-07,"NT",-11.369,130.248,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.12,193,5.61,14.8,NA,NA,0.8,0.28,6.04,2.6,13.8,3.4,"Semi Diurnal"
"Durras Lake",-1.55309710353776e-06,2.18417034927858e-06,-5.2903645563541e-06,0.406166965746714,6.5936280428987e-23,"NSW",-35.639,150.305,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",0.18495,2.29098,0.38839,0.24,0.78469,NA,0.36093,NA,0.04992,NA,0.36584,NA,NA,0.00224,28.99,81,3.94,7,1.62,3.19,0.15,1.344,6.735,7.6,12.1,1.2,"Semi Diurnal"
"East Inlet",-1.36568803414667e-05,-1.35469577995972e-06,-2.59590649029737e-05,0.0275212795587379,0.00305583546117249,"TAS",-40.789,145.277,"largely unmodified","wave dominated","OTHER",2.87547,NA,NA,5.1361,1.16985,NA,0.69533,NA,NA,NA,0.59766,NA,NA,NA,13.48,36,1.48,3.84,NA,NA,0.29,0.854,4.995,4.8,10.5,2.6,"Semi Diurnal"
"Eight Mile Creek",6.14074006209296e-06,1.10907203251992e-05,1.19075979898675e-06,0.0135966853337906,7.96996868485069e-05,"QLD",-16.783,138.537,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,1334,0.03,0.6,NA,NA,0.036,0.396,3.525,2,9.7,3.4,"Diurnal"
"Elizabeth River",3.26402574599658e-06,8.37017427431416e-06,-1.84212278232099e-06,0.201601856070435,5.74458210549347e-82,"QLD",-16.502,139.556,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.22,62,1.19,8.61,NA,NA,0.11,0.159,3.97,3.1,10.1,3.6,"Diurnal"
"Embley River",3.67485144265876e-07,4.26478006286071e-06,-3.52980977432895e-06,0.850487423533125,1.55359181917895e-22,"QLD",-12.664,141.817,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,42.67526,83.36796,32.68656,1.39903,1.41472,NA,62.11783,NA,0.75949,9.17335,245.01,2076,106.73,38.38,4.01,NA,3.19,0.05,4.448,1.6,11.9,2.1,"Diurnal"
"Endeavour River",-9.67047814209631e-06,-3.97978944253994e-06,-1.53611668416527e-05,0.000758663794357158,1.78668768578606e-11,"QLD",-15.459,145.245,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.23719,NA,NA,1.63471,0.21549,9.66639,2.13507,1.47884,NA,NA,3.24251,NA,NA,NA,58.03,918,5.13,19.1,NA,NA,0.85,0.797,6.056,2.1,14,2,"Semi Diurnal"
"Eprapah Creek",3.22615489983856e-06,1.12939245982024e-05,-4.84161479852523e-06,0.424628792493181,0.796421596116851,"QLD",-27.562,153.294,"modified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,1.18466,1.44791,1.2923,1.34135,NA,NA,NA,0.21249,NA,NA,NA,3.62,31,0.08,1.61,0.14,NA,0.042,0.475,7.175,1.6,11.7,1.6,"Semi Diurnal"
"Escape River",7.42313975266482e-08,8.07708154928564e-06,-7.92861875423234e-06,0.98522924140008,0.0635830549196299,"QLD",-10.958,142.711,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.25,236,38.1,16.33,NA,NA,2.68,0.908,5.214,2.3,10.4,2.7,"Diurnal"
"Esperance River",1.33281611787614e-05,3.07344980182364e-05,-4.07817566071362e-06,0.127180453034782,1.25504587871979e-06,"TAS",-43.341,147.06,"largely unmodified","tide dominated","OTHER",NA,NA,0.31789,NA,0.22042,NA,0.07328,0.42022,NA,NA,16.84136,NA,NA,0.34807,28,339,14.6,8.99,3.7,NA,2.09,0.634,6.066,3,12.6,1.2,"Diurnal"
"Eurimbula Creek",-5.9462226153613e-07,5.08937658835753e-06,-6.27862111142979e-06,0.834335874194196,0.00770006740417948,"QLD",-24.17,151.843,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.52,83,0.53,4.34,NA,NA,0.23,0.742,6.075,2.7,9.5,2.5,"Semi Diurnal"
"Evans River",-1.18156334687607e-06,6.05617596593662e-06,-8.41930265968876e-06,0.744237638616903,6.94936462272337e-05,"NSW",-29.113,153.438,"modified","river dominated","WAVE-DOMINATED DELTA",0.11774,NA,NA,0.08046,0.2594,0.08904,NA,0.39579,NA,NA,1.41462,NA,NA,0.07146,24.73,122,0.77,10.28,0.27,NA,0.061,1.449,7.11,6.4,13.8,1.2,"Semi Diurnal"
"Fairy Creek",2.6265502601166e-06,1.19593445916008e-05,-6.70624407136765e-06,0.574403380558114,0.264877013171608,"NSW",-34.409,150.901,"modified","wave dominated","STRANDPLAIN",0.14875,NA,NA,0.00781,0.04201,0.11175,NA,NA,0.03661,NA,0.05922,NA,NA,NA,1.71,NA,0.026,0.86,0.061,NA,0.028,NA,NA,NA,NA,NA,""
"Fat Fellows Creek",-2.33898753941478e-06,1.27983776093368e-06,-5.95781283976325e-06,0.196833059590404,8.18875508637133e-29,"NT",-15.868,136.992,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,156,8.81,16.35,NA,NA,1.29,0.012,4.057,1,8.4,2.3,"Diurnal"
"Feather Creek",1.4150412481481e-05,2.9711099745192e-05,-1.41027478222999e-06,0.0722214703359373,0.0431876260936241,"QLD",-21.958,149.482,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,0.6906,0.22081,1.02524,0.67703,NA,0.00569,NA,0.14145,NA,NA,0.26617,4.33,49,0.082,2.04,NA,NA,0.096,0.257,5.035,1,9.2,6.2,"Semi Diurnal"
"Finnis River",6.49718156914499e-06,1.25308505193169e-05,4.63512618973125e-07,0.0322213410045851,1.83823156050349e-09,"NT",-12.89,130.335,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,0.79239,6.79471,7.32719,NA,0.0176,NA,2.48452,NA,1.10183,3.96432,34.68,2823,2.47,16.48,NA,NA,0.59,0.142,4.379,1.9,10.9,5.2,"Semi Diurnal"
"Fitzgerald Inlet",6.87143112898867e-06,1.29585153724875e-05,7.84346885489808e-07,0.024493096553495,0.121469214660358,"WA",-34.106,119.634,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",1.93652,4.62466,3.28074,0.53353,0.32861,NA,0.10026,NA,NA,NA,0.60782,NA,NA,NA,29.26,NA,8.36,10.36,1.98,1.87,0.15,NA,NA,NA,NA,NA,""
"Flinders River/Bynoe River",4.55681283430563e-06,8.22775763183928e-06,8.8586803677198e-07,0.0132378429096118,3.37557400232851e-12,"QLD",-17.513,140.732,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.4,109460,70.98,74.19,NA,NA,1.57,0.074,3.114,0.7,8.7,3.3,"Diurnal"
"Fortescue River",3.67237587646575e-06,1.13893530132733e-05,-4.04460126034178e-06,0.341655166966163,1.15454769350189e-05,"WA",-20.997,116.103,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,8.27375,1.19094,13.7771,0.05152,NA,NA,4.05968,NA,NA,7.49194,36.15,50006,2.053,8.44,NA,NA,0.75,0.042,4.314,0.5,8.2,3.4,"Semi Diurnal"
"Forth River",-1.49945517945058e-05,-2.29596052147414e-06,-2.76931430675376e-05,0.0192489837677643,0.00345832310576207,"TAS",-41.157,146.25,"modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,1.43808,NA,0.14663,NA,NA,NA,0.1431,NA,0.94111,NA,NA,NA,13.61,1134,0.61,3.7,0.55,0.75,0.18,0.953,4.967,5,10,2.4,"Semi Diurnal"
"Frederick Henry Bay",8.16061343085637e-06,2.18906588039934e-05,-5.5694319422807e-06,0.235611157954309,6.94301193076847e-06,"TAS",-42.993,147.587,"no assessment","tide dominated","OTHER",18.92663,44.59722,2.51434,27.67619,4.24589,NA,1.31941,NA,0.1446,NA,406.20063,NA,NA,5.64207,175.63,1896,371.08,18.35,25.95,NA,5.97,1.059,6.504,4.9,12.4,1.2,"Diurnal"
"Freney Lagoon",-9.86265796560977e-06,1.3062084464512e-05,-3.27874003957315e-05,0.390637906243086,0.394331937914704,"TAS",-43.491,146.229,"near pristine","wave dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,NA,1.85,0.8,0.48,0.021,NA,NA,NA,NA,NA,""
"Gascoyne River",7.8397719850467e-06,1.60418522843211e-05,-3.6230831422775e-07,0.0564683725061949,6.07802179311177e-41,"WA",-24.867,113.614,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,0.33771,2.85613,11.38826,5.43582,22.92387,NA,NA,25.79944,NA,NA,6.95724,16.88,78548,4.04,7.48,NA,NA,0.75,0.646,6.028,2.1,13.3,0.9,"Diurnal"
"Gellibrand River",2.20967144926884e-06,3.01057905633877e-05,-2.568644766485e-05,0.874871751749891,0.000152067365364289,"VIC",-38.707,143.157,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.011,0.07912,NA,0.03474,0.03161,NA,2.05052,NA,NA,NA,0.18932,NA,NA,NA,6.87,NA,0.24,3.14,0.29,0.32,0.081,NA,NA,NA,NA,NA,""
"Gentle Annie Creek",-1.47977831625742e-05,-9.60761610526236e-06,-1.9987950219886e-05,2.57244672593211e-08,6.97329128324165e-05,"QLD",-18.564,146.344,"modified","river dominated","WAVE-DOMINATED DELTA",0.19128,NA,NA,NA,0.02975,17.25467,NA,0.33223,NA,NA,1.38985,NA,NA,NA,17.8,30,1.72,4.07,NA,NA,0.78,1.125,6.038,4,12.5,2.2,"Semi Diurnal"
"George River",1.1512984806043e-05,1.98275308240906e-05,3.19843878799546e-06,0.0058588687150494,0.0348630817003528,"WA",-20.736,117.381,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,3.62552,2.73764,37.93188,0.14097,NA,NA,4.07671,NA,NA,4.90234,18.39,61,2.49,5.75,NA,NA,1.33,0.269,3.673,1.2,7.5,4.5,"Semi Diurnal"
"George Water",2.494536244033e-06,7.97243919926565e-06,-2.98336671119966e-06,0.362828337686233,2.74148474649533e-26,"WA",-15.956,124.589,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.61,2824,197.6,62.52,7.55,6.71,2.1,0.179,3.57,1.5,10,8.6,"Semi Diurnal"
"Georges Bay",4.58964967655424e-06,1.68645964748591e-05,-7.68529712175058e-06,0.455072701911525,2.50318031362479e-11,"TAS",-41.276,148.331,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.3634,12.42845,3.32943,3.28132,1.79034,NA,0.67922,NA,0.92718,NA,0.37371,NA,0.78074,1.00088,36.49,606,16.6,10.87,4.1,3.82,0.24,1.401,6.344,4,9.8,1.4,"Semi Diurnal"
"Gilbert River",6.87936630977841e-06,1.06270713610717e-05,3.13166125848514e-06,0.000263515029353654,9.78450108012763e-05,"QLD",-16.552,141.271,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.85,42148,9.84,39.25,NA,NA,1.02,0.212,3.156,1.5,9.4,3.3,"Diurnal"
"Gin Arm Creek",1.60035291567565e-06,6.18789485477089e-06,-2.98718902341959e-06,0.485565861051402,2.18282726679946e-42,"QLD",-17.465,139.544,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.87,2340,11.65,34.59,NA,NA,0.54,0.024,2.735,0.6,5.9,3.5,"Diurnal"
"Gippsland Lakes",3.12910525238265e-06,8.9467839166432e-06,-2.6885734118779e-06,0.282363591963093,1.05192506107345e-10,"VIC",-37.889,147.971,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676.73,20449,485.56,98.35,8.92,15.04,0.36,0.522,5.789,2.2,12.2,0.9,"Semi Diurnal"
"Giralia Bay",6.86225903424606e-06,1.26676410589015e-05,1.05687700959062e-06,0.0184216431228064,8.49400383927218e-78,"WA",-22.437,114.346,"largely unmodified","tide dominated","OTHER",NA,NA,NA,NA,17.37811,16.09773,27.23488,0.19024,NA,NA,31.47847,NA,NA,0.10079,NA,1214,NA,NA,NA,NA,6.72,0.205,2.985,1,7.1,1.6,"Semi Diurnal"
"Glenelg River",-3.79815714299281e-06,7.60802544845762e-06,-1.52043397344432e-05,0.506434085783513,1.18657738610926e-06,"VIC",-38.061,140.984,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.05892,0.40564,NA,0.15887,0.74842,NA,0.66133,NA,0.05139,NA,0.66276,NA,NA,NA,37.58,11841,2.73,16.67,0.89,2.17,0.27,2.014,8.934,7,14.9,0.9,"Diurnal"
"Glyde River",-9.03772543485078e-06,-1.10804139730366e-06,-1.69674094723979e-05,0.0232218497621151,3.97876946243827e-09,"NT",-12.261,135.058,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.35,10234,5.25,34.61,NA,NA,0.43,0.152,2.976,0.9,10.3,3.4,"Semi Diurnal"
"Goodenough Bay",1.2655826704132e-05,2.2763050088693e-05,2.54860331957106e-06,0.0126381916908824,0.00281296096497837,"WA",-16.779,123.115,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.63,161,3.75,6.74,NA,NA,1.95,0.041,3.372,1.3,6.9,7.4,"Semi Diurnal"
"Goomadeer River",-7.54518780177375e-06,-3.15904627022477e-06,-1.19313293333227e-05,0.000662490408288079,2.09788090705318e-16,"NT",-11.843,133.823,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.05,2156,2.49,8.61,NA,NA,1.47,0.67,4.131,2.5,9.7,2.7,"Semi Diurnal"
"Gordon Inlet",5.54389949202913e-06,1.20922531008176e-05,-1.00445411675933e-06,0.0912971113143274,8.90092549693975e-06,"WA",-34.29,119.504,"modified","wave dominated","WAVE-DOMINATED ESTUARY",2.43258,2.68768,NA,0.20931,0.41485,NA,0.68368,NA,NA,NA,0.46265,NA,NA,NA,27.17,NA,2.91,11.66,1.54,0.78,0.3,NA,NA,NA,NA,NA,""
"Grants Lagoon",1.33097284351668e-05,2.77271516729414e-05,-1.10769480260774e-06,0.0658756926760182,2.28947854021779e-07,"TAS",-41.25,148.299,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.12717,0.34753,0.01415,0.07202,0.09688,NA,NA,NA,NA,NA,0.02303,NA,NA,0.14332,5.14,NA,NA,1.24,0.77,0.18,0.038,NA,NA,NA,NA,NA,""
"Great Musselroe River",-3.89318169402785e-06,2.02977204331969e-06,-9.81613543137539e-06,0.189903484399226,1.83669220578486e-09,"TAS",-40.829,148.173,"modified","wave dominated","WAVE-DOMINATED ESTUARY",1.37951,1.37827,0.05241,1.08488,0.36908,NA,NA,NA,0.10107,NA,0.98108,NA,NA,NA,31.4,376,3.01,12.54,1.49,NA,0.15,1.085,6.08,3,9.6,1.3,"Diurnal"
"Great Sandy Strait",2.97959950597369e-07,6.5394161805095e-06,-5.94349627931476e-06,0.923961675196279,2.34965035211389e-45,"QLD",-25.436,152.971,"largely unmodified","tide dominated","OTHER",NA,NA,NA,23.14576,93.28328,76.11776,47.02192,95.95097,NA,NA,151.25123,NA,10.79042,NA,405.09,11636,286.1,50.63,8.69,NA,5.27,0.284,4.243,0.9,12.1,2.7,"Semi Diurnal"
"Great Swanport",-7.9512361229485e-06,-5.49239596763596e-07,-1.53532326491334e-05,0.0323773598269006,5.73731565702045e-23,"TAS",-42.1,148.235,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,3.74561,0.66466,0.84827,0.06265,NA,1.41803,NA,0.00966,NA,0.34321,NA,NA,0.31293,NA,1070,NA,NA,NA,NA,0.23,0.71,5.33,3.2,10.8,1.4,"Diurnal"
"Greenough River",2.55068201522507e-05,3.24770692837821e-05,1.85365710207193e-05,1.98367528582811e-12,3.51977649808736e-11,"WA",-28.865,114.636,"extensively modified","wave dominated","STRANDPLAIN",0.0606,NA,NA,NA,0.55433,1.03657,NA,NA,0.22305,NA,0.65791,NA,NA,NA,11.33,NA,0.81,5.43,NA,NA,0.14,NA,NA,NA,NA,NA,""
"Gregory River",1.76901642356912e-06,8.04812089113513e-06,-4.51008804399689e-06,0.573460755459332,0.00769178526427026,"QLD",-20.159,148.427,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.77,185,3.58,18.38,NA,NA,1.27,0.378,4.166,1.7,9.6,2.5,"Semi Diurnal"
"Gum Creek",3.16054651058186e-06,6.83334488748168e-06,-5.12251866317972e-07,0.0856440270194186,1.02683375502044e-23,"QLD",-16.618,138.084,"near pristine","wave dominated","STRANDPLAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28,357,0.12,2.38,NA,NA,0.13,0.187,3.597,1.5,9.7,2.9,"Diurnal"
"Half Moon Creek",-8.3104494834512e-06,1.00124744302159e-05,-2.66333733971183e-05,0.366435579515347,0.0485188318669268,"QLD",-16.801,145.715,"no assessment","tide dominated","TIDAL FLAT/CREEK",0.03725,NA,NA,0.08669,NA,1.33122,0.77235,NA,NA,NA,0.11671,NA,NA,1.19687,3.52,25,0.081,1.64,NA,NA,0.062,0.98,6.084,2.8,13.7,2,"Diurnal"
"Hamersley Inlet",2.38473972469455e-05,3.05844735824848e-05,1.71103209114062e-05,4.53894587303208e-12,7.4160860112164e-08,"WA",-33.969,119.908,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.46053,1.22707,0.42303,0.22507,0.55475,NA,NA,NA,0.01521,NA,0.27872,NA,NA,0.01376,18.27,NA,1.99,7.52,1.08,0.89,0.13,NA,NA,NA,NA,NA,""
"Hanover Bay",8.39191735933161e-06,1.41173356392604e-05,2.66649907940287e-06,0.00352546762927682,1.27682677453024e-46,"WA",-15.304,124.775,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,47,7.02,6.92,NA,NA,0.97,0.101,4.585,4,9,7.6,"Semi Diurnal"
"Harding River",1.40473164116187e-05,1.98294264821033e-05,8.26520634113417e-06,1.43394636525628e-06,2.36758626919474e-07,"WA",-20.675,117.196,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,0.35095,2.94736,3.99643,0.78207,NA,NA,1.73267,NA,NA,2.31025,24.27,1797,2.52,5.2,NA,NA,0.61,0.469,4.021,2.2,7.4,4.6,"Semi Diurnal"
"Hardy Inlet",-7.7095409643345e-07,5.65008899337619e-06,-7.19199718624309e-06,0.810393622464826,1.17196039846899e-44,"WA",-34.324,115.176,"modified","wave dominated","WAVE-DOMINATED ESTUARY",1.47713,6.22106,6.76775,0.92045,0.09842,NA,4.54447,0.02068,0.12048,NA,2.3707,NA,NA,0.03006,89.51,21223,12.53,30.65,NA,NA,0.53,1.562,8.532,9.8,14.4,0.6,"Diurnal"
"Harmer Creek",5.7068133870837e-06,4.03962271789704e-05,-2.8982600404803e-05,0.743334441899601,0.0333696840991755,"QLD",-11.913,142.956,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58,778,0.26,4.31,NA,NA,0.22,0.301,4.821,1.7,11.6,2.3,"Diurnal"
"Hart River",-1.21970941782305e-05,4.20937005562881e-06,-2.86035584120897e-05,0.141331226404154,6.43283157377088e-06,"NT",-14.094,135.889,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,155,0.1,1.68,NA,NA,0.24,0.234,3.449,1.6,6.8,2,"Diurnal"
"Hastings River",8.54985103722087e-06,1.32128068449357e-05,3.886895229506e-06,0.000273084487827047,6.3760841163848e-05,"NSW",-31.426,152.916,"extensively modified","river dominated","WAVE-DOMINATED DELTA",1.4146,0.63877,NA,1.48595,1.29289,3.01044,0.96855,0.48301,NA,NA,16.24077,NA,9.92893,0.80451,193.51,3699,27.888,33.33,1.45,3.83,0.38,1.56,7.133,7.9,13.5,1.1,"Semi Diurnal"
